contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-2328163218997425612,Quick Tip: Working with the JavaScript Battery API,gotwarlost/istanbul,What Color is Your Function?,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,Post: Just Say mNo to Hungarian Notation,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello"
-2314360211211303885,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",Criadas para casar,Promoting gender equality through emoji �� ��,A importância dos filmes de mulherzinha - Capitolina,#iLookLikeAnEngineer: One Year Later,Empresa britânica adota licença remunerada no período menstrual
-2271000159302779222,The moment when you realize every server in the world is vulnerable - Free Code Camp,Dark Scrum,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,"Autofill: What web devs should know, but don't",It's The Future,Berners-Lee quer criar outra Web
-2097075598039554565,"The Languages, Frameworks and Tools You Should Learn in 2017",The Ten Commandments of Egoless Programming,15 Awesome Sublime Text Plugins For Web Development,Live asynchronously.,A New Number Format for Computers Could Nuke Approximation Errors for Good,containerd - a core container runtime project for the industry - Docker Blog
-2069509552243850466,Contêiner do Windows no Windows 10,Machine Learning Is No Longer Just for Experts,15 minutos sobre Docker,How to build cross-platform mobile apps using nothing more than a JSON markup,Chatbots: Are they better without the chat?,Duolingo's chatbots help you learn a new language
-2034054811536485879,Aplicação de visão computacional com OpenCV,"Secret's founder returns with Bold, a Medium for enterprise","Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",Plano nacional de ''internet das coisas'' sai em fevereiro,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket,How I sped up the initial render of my Polymer app by 86%
-2030742781169834114,Facebook says its new AI is almost as good as humans at understanding context,Goodbye accountants! Startup builds AI to automate all your accounting,The return of the machinery question,Transfer Style But Not Color,Artificial intelligence produces realistic sounds that fool humans,"Google launches Springboard, an AI-powered assistant for its enterprise customers"
-1999468346928419252,"Docker - Build, Ship, and Run Any App, Anywhere",Introducing LambCI - a serverless build system,"Build your own scalable, location analysis platform with Google Cloud Platform and Maps APIs",Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Using Honcho to Create a Multi-Process Docker Container
-1995591062742965408,Firebase Test Lab for Android,Progressive Web App - first introduced on Google I/O | airberlin,Getting Started with Activity & Fragment Transitions (part 1),Building more accessible technology,Alecrim/AlecrimCoreData,Why porting an iOS design to Android will not work
-1981734999963962468,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,Google lags behind Amazon and Microsoft's cloud in one important area,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match,Machine Learning Is Redefining The Enterprise In 2016,Making open source data more available
-1901742495252324928,Designing smart notifications,Lists are the new search,Up your app's sharing game with DirectShare - Google Developers,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,Seria Stranger Things uma obra de arte do algoritmo da Netflix?,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
-1878128207048892154,The Ten Commandments of Egoless Programming,Seniority,Hype Driven Development,"The Languages, Frameworks and Tools You Should Learn in 2017",containerd - a core container runtime project for the industry - Docker Blog,Live asynchronously.
-1787737696395220629,Laboratório da Disney cria robô que pula,Micro Profile JavaEE com Wildfly Swarm,Android Studio 2.2,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',Cubr,Olli: Artificial Intelligence for the real world of connected commuting
-1730766821655383888,Accidental discovery could help batteries last years longer,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,Quando o Scrum irá falhar - Tableless,A New Number Format for Computers Could Nuke Approximation Errors for Good,The End Of Apps As We Know Them - Inside Intercom,The rise of APIs
-1663441888197894674,Nubank pode fechar as portas se BC confirmar mudança amanhã,The Drive to Bank on Digital,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games,Visa lança desafio para startups de tecnologia - Startupi,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês
-1654063646246197191,Big IT Rising,An operating model for company-wide agile development,Usability Heuristics for Bots - Chatbots Magazine,An operating model for company-wide agile development,Why the customer experience matters,The Difference Between Sympathy And Empathy - Expanded Consciousness
-1634742667970363668,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,Google's cloud platform is now a force to be reckoned with,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,gotwarlost/istanbul
-1633984990770981161,UX ou UI?,What Color is Your Function?,Sam Newman - Backends For Frontends,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,4 Reasons Managers Should Spend More Time on Coaching,Visa inaugura Co-Creation Center em São Paulo
-1630229587164086350,Dries Buytaert,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,Johnson & Johnson comprará grupo suíço por US$ 30 bi,Dries Distributions remain a growing opportunity for Drupal - Buytaert,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,Why Is Learning Drupal Hard?
-1622037268576555626,You won't recognize the new world of digital payments without this report,Meet the new Brazilian consumer,Embracing Agile,Is FinTech Forcing Banking to a Tipping Point?,The economic essentials of digital strategy,"No, Apple isn't the next BlackBerry - it's the next Microsoft"
-1617279065634731389,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption",Microsoft expands its support for Docker containers,Alecrim/AlecrimCoreData,"Apple's new file manager, APFS, is awesome",Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,The End Of Apple Man
-1596335233529956315,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,Microservices Architecture on Google App Engine,Python Is Not Java (dirtSimple.org),Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,"Bots, Messenger and the future of customer service",Graph Capabilities with the Elastic Stack
-1590585250246572231,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,How to Design a Walkthrough That Users Will Read,Usability Heuristics for Bots - Chatbots Magazine,Accidental discovery could help batteries last years longer,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,How to finish 3D printed PLA objects
-1573329182923097618,"DevOps security requires new mindset and tools for visibility, automation",Do You Suffer From Deployment Anxiety? - DZone DevOps,Is FinTech Forcing Banking to a Tipping Point?,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,Blaise Agüera y Arcas: How computers are learning to be creative
-1572252285162838958,LPIC-OT DevOps Engineer | Linux Professional Institute,Discutindo Devops na Prática,Java 8 Streams - A Deeper Approach About Performance Improvement,New Amazon Linux Container Image for Cloud and On-Premises Workloads,Mastering Bash and Terminal,Most Interesting APIs in 2016: Cognitive Computing
-1556169727291354289,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,The AI business landscape,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Making open source data more available,"Hello, TensorFlow!",Wide & Deep Learning: Better Together with TensorFlow
-1525688508571111688,Introducing JIRA Software for iPhone,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,"Microsoft anuncia Visual Studio para Mac, disponível ainda nesta semana | MacMagazine.com.br",Why porting an iOS design to Android will not work,Modelando APIs REST com Swagger,Inbox by Gmail ganha formatação de texto | Google Discovery
-1492913151930215984,Chrome DevTools - Console API Reference,Notes on Reactive Programming Part I: The Reactive Landscape,Design Patterns: Progressive Disclosure for Mobile Apps,Alecrim/AlecrimCoreData,A New Number Format for Computers Could Nuke Approximation Errors for Good,Twitter faz atualização em seu aplicativo Fabric para trazer mais funcionalidades às empresas e aos desenvolvedores de apps - Startupi
-1492574794514500033,Programming by poking: why MIT stopped teaching SICP,"Autofill: What web devs should know, but don't",Berners-Lee quer criar outra Web,Beyond Progressive Web Apps Part 1,Beyond Progressive Web Apps Part 2: We Need to Know What's New,Joel on Software
-1483274517395674620,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Spark comparison: AWS vs. GCP,5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match,Google's cloud platform is now a force to be reckoned with,The five phases of migrating to Google Cloud Platform,Why Evernote Is Giving Up on Its Data Centers for Google Cloud
-1453783314552286835,Progressive Web App - first introduced on Google I/O | airberlin,Firebase Test Lab for Android,Building more accessible technology,Chrome OS now has Material Design for the desktop,Prisma for Android is now live for all in the Google Play Store,"Bots, Messenger and the future of customer service"
