contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
3.93735E+17,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Seguradoras divulgam resultados de 2016 - Apólice,"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre",Santander Brasil gera 21% do resultado da matriz no 4º trimestre,Dasa multiplica lucro em 6 vezes no terceiro trimestre
6.66903E+18,IBM Watson is about to make Slack's chat bot smarter,Slack and Google announce partnership focused on better integrating their services,Building on Slack Saved Our Startup,Slack swips at Skype with video calls and reaction emoji,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",How the Communicator's Dilemma Made a 'Slack-lash' Inevitable
4.86969E+18,"R.I.P. David Bunnell, founder of MacWorld | Cult of Mac",Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac
2.84737E+18,IBM now uses more Macs than any other company | Cult of Mac,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts","Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",IBM Seeks to Simplify Graph with New Titan Service
-2.13974E+18,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year","IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM now uses more Macs than any other company | Cult of Mac,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",IBM Seeks to Simplify Graph with New Titan Service
7.92674E+18,The Ultimate Guide to SEO Reporting: Starting with the Basics,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,The Complete Google Analytics Audit Checklist | Optimization Up,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers
7.34539E+18,Introducing the IBM Bluemix Garage Method Field Guide - Bluemix Blog,IBM Seeks to Simplify Graph with New Titan Service,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM Watson is about to make Slack's chat bot smarter,8 must-see sessions for application developers at Google Cloud Next '17,Google Cloud Platform sets a course for new horizons
3.03265E+18,Fusão de startups cria uma das maiores de tecnologia em saúde do Brasil,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Como a tecnologia está mudando o atendimento hospitalar,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost
2.31408E+18,Enterprise Open Source Programs Flourish -- In Tech and Elsewhere,Sharing innovation with your competitors - Dries Buytaert,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",How to move an entire government to a new digital platform - Dries Buytaert,Dries Buytaert,"The Languages, Frameworks and Tools You Should Learn in 2017"
1.64279E+18,Dasa compra maior rede de laboratórios do Nordeste,"Dasa anuncia compra do laboratório Leme, da Bahia",Dasa compra rede de laboratórios SalomãoZoppi,A saga do jovem CEO da Dasa,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",O IPO é a saída para a Netshoes?
6.59122E+18,Analyzing 50k fonts using deep neural networks,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Optimizing the Performance of Vector Drawables - upday devs,ŷhat | Classifying handwritten digits using TensorFlow,Demystifying Docker overlay networking,15 Interesting JavaScript and CSS Libraries for October 2016
-7.9096E+17,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br","Microsoft anuncia Visual Studio para Mac, disponível ainda nesta semana | MacMagazine.com.br",Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-9.05611E+18,Acquia Engage 2016: Day One,Dries Buytaert,"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",Acquia Engage Awards Finalists Announced,6. What can Acquia and the community do now regarding Drupal and ecommerce?,Acquia a leader in the 2017 Forrester Wave for Web Content Management Systems | Dries Buytaert
-4.98796E+17,"Use Gulp for Drupal 8 with Teams, Part 1: Gulp Setup",Gmail API: New endpoints for settings,The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack
-6.64275E+18,What to look for in a code review ,Don't document your code. Code your documentation.,The hardest thing in computer science,12 Agile principles,Seniority,Java 8 Streams - A Deeper Approach About Performance Improvement
6.0341E+18,Evaluating the Chinese Developer Community,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),Dries Distributions remain a growing opportunity for Drupal - Buytaert,The investment case for employing a Drupal core contributor - Dries Buytaert,0. The case for Drupal and Commerce,3. The case for Drupal and SaaS
6.65848E+18,1º Fórum Sercomtel de IOT e Smart Cities será realizado no dia 4 de Novembro - Blog - Bonde. O seu portal,SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas",Relating a Problem Definition to IoT Architecture | Intel® Software,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES
-9.1139E+16,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,"Use Docker to build, test and push your Artifacts",Testing a new Drupal 8 installation with 2 Docker commands,"Docker - Build, Ship, and Run Any App, Anywhere",Labelling automated builds on Docker Hub - Microscaling Systems,Introducing Docker for Windows Server 2016 - Docker Blog
2.39923E+18,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,How real businesses are using machine learning,Machine Learning Is No Longer Just for Experts,The Non-Technical Guide to Machine Learning & Artificial Intelligence - Machine Learnings,How CIOs Leverage Business Intelligence to Drive Smarter Decision-Making
-3.75125E+18,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,Why Deep Learning Is Suddenly Changing Your Life,Machine Learning Is No Longer Just for Experts,What DeepMind brings to Alphabet,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery
7.4018E+18,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais.",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O manual do deboísta corporativo
-8.7816E+18,"Primeira cidade inteligente brasileira, equipada com sensores, sistemas e soluções digitais, será desenvolvida por startup - Startupi",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas"
4.5327E+18,What Happens When No One and Everyone Owns a Product? - Built to Adapt,12 Agile principles,Building on Slack Saved Our Startup,Why do you Fail at Growth Marketing and How to Solve it,New Early Adopter Programs: Team Drives and a new Hangouts video meetings experience,The new tech talent you need to succeed in digital
-7.73225E+18,Taking the Apple Watch Nike+ for a spin,Review: Apple Watch Series 2 | MacMagazine.com.br,Smartwatch sales are tanking,Your health insurance might score you an Apple Watch,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,How AI helps marketers tell better stories
-6.5644E+18,Twitter is shutting down Vine,Building on Slack Saved Our Startup,Google's Firebase Team Picks Up Twitter's Fabric,Home-Made Twitter and Gmail Notifications with PHP and Arduino,3 Pillars of the Most Successful Tech Products,Hulu Acquires Recommendation Startup Video Genome Project
-4.2056E+18,Uber se prepara para lançar serviço de delivery no Brasil,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Como a Netshoes se preparou para a Black Friday deste ano
3.38509E+18,Captain Fantastic (2016),All Together Now. Introducing G Suite.,Digitization and The Loss of Iconography - Posted by SYPartners,"Little girls doubt that women can be brilliant, study shows",trendwatching.com | 5 Trends for 2017 | TrendWatching,7. What's in this for me?
-5.72992E+18,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Introducing Kotlin support in Spring Framework 5.0,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,"Kotlin in Production - What works, Whats broken",How Kotlin became our primary language for Android - UPTech Team,Combining Spring Boot and JDBI
8.76912E+18,Susep divulga nota de esclarecimento sobre a Youse Seguros,CNseg anuncia os finalistas da 6ª edição do Prêmio de Inovação em Seguros - Sonho Seguro,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Seguradoras divulgam resultados de 2016 - Apólice,Black Friday salva o ano do e-commerce,CRO: crescimento com baixo investimento
6.94786E+18,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Using Microservices Architecture as API Enablement Strategy,Standing on the Shoulders of Giants - Built to Adapt,Combining Spring Boot and JDBI,Building Event-driven Microservices Using CQRS and Serverless,Java 8 Streams - A Deeper Approach About Performance Improvement
2.44156E+18,Google tag manager Workspaces - Como funciona?,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"SINAIS do FUTURO imediato: #1, internet das coisas",Como o Trello foi de 4 a 17 milhões de usuários,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O que é benchmarking? Veja quando um concorrente se torna inspiração!
-4.2707E+18,Slack CEO Stewart Butterfield on the Future of Communication,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,Seniority,Live asynchronously.,Life Beyond Email: Chatbot Marketing,Building on Slack Saved Our Startup
